目录ID,目录名称,剂型,规格,生产企业,2017 4th price,2017 4th 目录类,2017 4th 报名企业家数,2017 3rd,2017 3rd price,2017 3rd 目录类,2017 3rd 报名企业家数,2017 2nd,2017 2nd price,2017 2nd 目录类,2017 2nd 报名企业家数,2017 1st,2017 1st price,2017 1st目录类,2017 1st报名企业家数,4th vs 1st,4th vs 1st %
14921,左氧氟沙星氯化钠-大容量注射液-0.3g 塑料瓶,大容量注射液,0.3g,河北天成药业股份有限公司,2.86,第三层次,6,Y,2.86,第三层次,6,Y,3.3,第三层次,6,N,#N/A,#N/A,#N/A,#N/A,#N/A
14924,左氧氟沙星氯化钠-大容量注射液-0.5g 软袋,大容量注射液,0.5g,河北天成药业股份有限公司,7.6,第三层次,7,Y,7.6,第三层次,7,Y,7.63,第三层次,7,N,#N/A,#N/A,#N/A,#N/A,#N/A
14927,唑来膦酸-大容量注射液-5mg,大容量注射液,5mg,正大天晴药业集团股份有限公司,1763,非基本药物医保目录 乙类,1,Y,1763,非基本药物医保目录 乙类,1,Y,1763,非基本药物医保目录 乙类,1,Y,1763,非基本药物医保目录 乙类,1,0,0.00%
14979,"布地奈德-吸入剂-200μg/吸,200吸/支",吸入剂,"200μg/吸,200吸/支",那曲地区先锋医药有限公司,162.488,非基本药物医保目录 乙类,2,Y,162.488,非基本药物医保目录 乙类,2,Y,164.79,非基本药物医保目录 乙类,2,Y,164.79,非基本药物医保目录 乙类,2,-2.302,-1.40%
15006,阿托伐他汀-分散片-10mg,分散片,10mg,广东百科制药有限公司,4.231,非基本药物医保目录 乙类,3,Y,4.4231,非基本药物医保目录 乙类,3,Y,4.4231,非基本药物医保目录 乙类,3,Y,4.4231,非基本药物医保目录 乙类,3,-0.1921,-4.34%
15010,安多霖-胶囊剂-0.32g,胶囊剂,0.32g,福建众安药业有限公司,3.0833,非基本药物医保目录 乙类,2,Y,3.0833,非基本药物医保目录 乙类,2,Y,3.0833,非基本药物医保目录 乙类,2,Y,3.0833,非基本药物医保目录 乙类,2,0,0.00%
15016,奥沙利铂-大容量注射液-50mg 玻璃瓶,大容量注射液,50mg,辰欣药业股份有限公司,283.6367,非基本药物医保目录 乙类,1,Y,283.6367,非基本药物医保目录 乙类,1,Y,283.6367,非基本药物医保目录 乙类,1,Y,283.6367,非基本药物医保目录 乙类,1,0,0.00%
15017,澳泰乐-胶囊剂-0.35g,胶囊剂,0.35g,吉林敖东集团力源制药股份有限公司,1.0086,非基本药物医保目录 乙类,1,Y,1.0086,非基本药物医保目录 乙类,1,Y,1.0086,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15018,"八珍益母-口服普通片剂-大于等于0.28g,小于0.56g",口服普通片剂,"大于等于0.28g,小于0.56g",株洲千金药业股份有限公司,0.5438,非基本药物医保目录 甲类,4,Y,0.5438,非基本药物医保目录 甲类,4,Y,0.5438,非基本药物医保目录 甲类,4,Y,0.51,非基本药物医保目录 甲类,4,0.0338,6.63%
15019,重组人白介素-2-注射用无菌粉末-150万IU,注射用无菌粉末,150万IU,北京双鹭药业股份有限公司,125.6541,非基本药物医保目录 乙类,1,Y,125.6541,非基本药物医保目录 乙类,1,Y,125.6541,非基本药物医保目录 乙类,1,Y,125.6541,非基本药物医保目录 乙类,1,0,0.00%
15020,重组人白介素-2-注射用无菌粉末-200万IU,注射用无菌粉末,200万IU,山东泉港药业有限公司,113,非基本药物医保目录 乙类,1,Y,113,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
15022,重组人白介素-2-小容量注射液-50万IU 玻璃瓶,小容量注射液,50万IU,北京四环生物制药有限公司,50.03,第二层次,1,Y,50.03,第二层次,1,Y,50.03,第二层次,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15023,重组人白介素-2-小容量注射液-100万IU 玻璃瓶,小容量注射液,100万IU,北京四环生物制药有限公司,85.051,第二层次,1,Y,85.051,第二层次,1,Y,85.051,第二层次,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15024,重组人白介素-2-小容量注射液-20万IU,小容量注射液,20万IU,北京双鹭药业股份有限公司,24.7826,非基本药物医保目录 乙类,1,Y,24.7826,非基本药物医保目录 乙类,1,Y,24.7826,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15026,12种复合维生素-口服普通片剂-1.22g,口服普通片剂,1.22g,拜耳医药保健有限公司启东分公司,2.5018,非基本药物医保目录 乙类,2,Y,2.5018,非基本药物医保目录 乙类,2,Y,2.5018,非基本药物医保目录 乙类,2,Y,2.5018,非基本药物医保目录 乙类,2,0,0.00%
15027,"复方益肝灵-胶囊剂-大于等于14.5mg(含水飞蓟素以水飞蓟宾计),小于29mg",胶囊剂,"大于等于14.5mg(含水飞蓟素以水飞蓟宾计),小于29mg",湖南恒伟药业股份有限公司,0.6469,非基本药物医保目录 乙类,5,Y,0.6469,非基本药物医保目录 乙类,5,Y,0.6469,非基本药物医保目录 乙类,5,Y,0.6469,非基本药物医保目录 乙类,5,0,0.00%
15029,"复明-口服普通片剂-大于等于0.3g,小于0.6g",口服普通片剂,"大于等于0.3g,小于0.6g",西安碑林药业股份有限公司,0.2644,非基本药物医保目录 乙类,2,Y,0.2644,非基本药物医保目录 乙类,2,Y,0.2644,非基本药物医保目录 乙类,2,Y,0.2644,非基本药物医保目录 乙类,2,0,0.00%
15039,重组人干扰素α-2b-小容量注射液-300万IU 预充式(预灌封),小容量注射液,300万IU,北京凯因科技股份有限公司,30.95,非基本药物医保目录 乙类,3,Y,30.95,非基本药物医保目录 乙类,3,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
15040,重组人干扰素α-2b-小容量注射液-500万IU 预充式(预灌封),小容量注射液,500万IU,北京凯因科技股份有限公司,44.34,非基本药物医保目录 乙类,3,Y,44.34,非基本药物医保目录 乙类,3,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
15067,"利脑心-口服普通片剂-大于等于0.4g,小于0.8g",口服普通片剂,"大于等于0.4g,小于0.8g",无锡济民可信山禾药业股份有限公司,0.7199,非基本药物医保目录 乙类,2,Y,0.7199,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
15126,磷酸钠盐-口服溶液剂-90ml:磷酸二氢钠(一水合物)43.2g与磷酸氢二钠(七水合物)8.6g,口服溶液剂,90ml:磷酸二氢钠(一水合物)43.2g与磷酸氢二钠(七水合物)8.6g,国药集团宜宾制药有限责任公司,93.85,非基本药物医保目录 门诊统筹,2,Y,93.8333,非基本药物医保目录 门诊统筹,2,Y,93.85,非基本药物医保目录 门诊统筹,2,Y,93.8333,非基本药物医保目录 门诊统筹,2,0.0167,0.02%
15161,前列地尔-小容量注射液-5μg 脂微球注射剂,小容量注射液,5μg,本溪恒康制药有限公司,41.4,非基本药物医保目录 乙类,5,Y,39.98,非基本药物医保目录 乙类,5,Y,38.89,非基本药物医保目录 乙类,5,Y,38.27,非基本药物医保目录 乙类,5,3.13,8.18%
15162,前列地尔-小容量注射液-10μg 脂微球注射剂,小容量注射液,10μg,西安力邦制药有限公司,69.68,非基本药物医保目录 乙类,6,Y,67.79,非基本药物医保目录 乙类,6,Y,65.86,非基本药物医保目录 乙类,6,Y,61.3,非基本药物医保目录 乙类,6,8.38,13.67%
15163,羟乙基淀粉200/0.5-大容量注射液-15g 玻璃瓶,大容量注射液,15g,辽宁海思科制药有限公司,40.32,非基本药物医保目录 乙类,1,Y,40.32,非基本药物医保目录 乙类,1,Y,40.32,非基本药物医保目录 乙类,1,Y,40.32,非基本药物医保目录 乙类,1,0,0.00%
15164,羟乙基淀粉200/0.5-大容量注射液-15g 软袋,大容量注射液,15g,杭州民生药业有限公司,43.71,非基本药物医保目录 乙类,2,Y,43.71,非基本药物医保目录 乙类,2,Y,43.71,非基本药物医保目录 乙类,2,Y,43.718,非基本药物医保目录 乙类,2,-0.008,-0.02%
15218,前列地尔-小容量注射液-10μg 注射用乳剂,小容量注射液,10μg,蓬莱诺康药业有限公司,94.6733,非基本药物医保目录 乙类,1,Y,94.6733,非基本药物医保目录 乙类,1,Y,94.6733,非基本药物医保目录 乙类,1,Y,94.6733,非基本药物医保目录 乙类,1,0,0.00%
15306,"阿仑膦酸钠维D3-口服普通片剂-阿仑膦酸钠70mg,维生素D3 2800IU(70μg)",口服普通片剂,"阿仑膦酸钠70mg,维生素D3 2800IU(70μg)",石药集团欧意药业有限公司,42.34,非基本药物医保目录 复合药范围,2,Y,42.34,非基本药物医保目录 复合药范围,2,Y,42.34,非基本药物医保目录 复合药范围,2,Y,42.34,非基本药物医保目录 复合药范围,2,0,0.00%
15307,"阿仑膦酸钠维D3-口服普通片剂-阿仑膦酸钠70mg,维生素D3 5600IU(140μg)",口服普通片剂,"阿仑膦酸钠70mg,维生素D3 5600IU(140μg)",杭州默沙东制药有限公司,60.3161,非基本药物医保目录 复合药范围,1,Y,60.3161,非基本药物医保目录 复合药范围,1,Y,60.3161,非基本药物医保目录 复合药范围,1,Y,60.3161,非基本药物医保目录 复合药范围,1,0,0.00%
15317,"脂溶性维生素(Ⅱ)/水溶性维生素-注射用无菌粉末-含维生素A0.99mg,维生素D25μg,维生素E9.1mg,维生素K10.15mg/含硝酸硫胺3.1mg(相当于维生素B13.2mg),核黄素磷酸钠4.9mg(相当于维生素B23.6mg),烟酰胺40mg,盐酸吡哆辛4.9mg(相当于维生素B64.0mg),泛酸钠16.5mg(相当于泛酸15mg),维生素C钠113mg(相当于维生素C100mg),生物素60μg,叶酸0.4mg,维生素B125.0μg",注射用无菌粉末,"含维生素A0.99mg,维生素D25μg,维生素E9.1mg,维生素K10.15mg/含硝酸硫胺3.1mg(相当于维生素B13.2mg),核黄素磷酸钠4.9mg(相当于维生素B23.6mg),烟酰胺40mg,盐酸吡哆辛4.9mg(相当于维生素B64.0mg),泛酸钠16.5mg(相当于泛酸15mg),维生素C钠113mg(相当于维生素C100mg),生物素60μg,叶酸0.4mg,维生素B125.0μg",山西普德药业股份有限公司,45.465,非基本药物医保目录 复合药范围,2,Y,45,非基本药物医保目录 复合药范围,2,Y,45.45,非基本药物医保目录 复合药范围,2,Y,45.465,非基本药物医保目录 复合药范围,2,0,0.00%
15318,脂溶性维生素(Ⅱ)/水溶性维生素-注射用无菌粉末-每瓶:维生素A445.0～595.0μg与维生素D22.25～3.00μg与维生素E4.10～5.00mg与维生素K167.5～90.0μg/每瓶含硝酸硫胺应为2.8～3.4mg;烟酰胺应为36～44mg;盐酸吡哆辛应为4.4～5.4mg;泛酸钠应为14.8～18.1mg;核黄素磷酸钠应为4.4～5.4mg;维生素C钠应为102～124mg;生物素应为54～66μg;叶酸应为0.36～0.44mg;维生素B12应为4.5～6.0μg,注射用无菌粉末,每瓶:维生素A445.0～595.0μg与维生素D22.25～3.00μg与维生素E4.10～5.00mg与维生素K167.5～90.0μg/每瓶含硝酸硫胺应为2.8～3.4mg;烟酰胺应为36～44mg;盐酸吡哆辛应为4.4～5.4mg;泛酸钠应为14.8～18.1mg;核黄素磷酸钠应为4.4～5.4mg;维生素C钠应为102～124mg;生物素应为54～66μg;叶酸应为0.36～0.44mg;维生素B12应为4.5～6.0μg,成都天台山制药有限公司,51.47,非基本药物医保目录 复合药范围,1,Y,51.47,非基本药物医保目录 复合药范围,1,Y,51.47,非基本药物医保目录 复合药范围,1,Y,51.47,非基本药物医保目录 复合药范围,1,0,0.00%
15319,"复方雷尼替丁-颗粒剂-雷尼替丁0.1g,枸椽酸铋钾(以铋计)0.11g",颗粒剂,"雷尼替丁0.1g,枸椽酸铋钾(以铋计)0.11g",海南全星制药有限公司,1.4253,非基本药物医保目录 复合药范围,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15321,"依那普利氢氯噻嗪-口服普通片剂-马来酸依那普利5mg,氢氯噻嗪12.5mg",口服普通片剂,"马来酸依那普利5mg,氢氯噻嗪12.5mg",国药集团德众（佛山）药业有限公司,1.4302,非基本药物医保目录 复合药范围,1,Y,1.4302,非基本药物医保目录 复合药范围,1,Y,1.4302,非基本药物医保目录 复合药范围,1,Y,1.4302,非基本药物医保目录 复合药范围,1,0,0.00%
15322,"依那普利氢氯噻嗪-口服普通片剂-马来酸依那普利10mg,氢氯噻嗪6.25mg",口服普通片剂,"马来酸依那普利10mg,氢氯噻嗪6.25mg",北京红林制药有限公司,3.0423,非基本药物医保目录 复合药范围,2,Y,3.0423,非基本药物医保目录 复合药范围,2,Y,3.0423,非基本药物医保目录 复合药范围,1,Y,3.042,非基本药物医保目录 复合药范围,1,0.0003,0.01%
15324,替米沙坦氢氯噻嗪-口服普通片剂-含替米沙坦40mg和氢氯噻嗪12.5mg,口服普通片剂,含替米沙坦40mg和氢氯噻嗪12.5mg,苏州中化药品工业有限公司,2.4043,非基本药物医保目录 复合药范围,4,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15326,复方硫酸亚铁叶酸-口服普通片剂-50mg,口服普通片剂,50mg,吉林省西点药业科技发展股份有限公司,0.8405,非基本药物医保目录 复合药范围,3,Y,0.8405,非基本药物医保目录 复合药范围,3,Y,0.8405,非基本药物医保目录 复合药范围,3,Y,0.8405,非基本药物医保目录 复合药范围,3,0,0.00%
15328,钠钾镁钙葡萄糖-大容量注射液-500ml,大容量注射液,500ml,江苏恒瑞医药股份有限公司,26.3967,非基本药物医保目录 复合药范围,1,Y,26.3967,非基本药物医保目录 复合药范围,1,Y,26.3967,非基本药物医保目录 复合药范围,1,Y,26.3967,非基本药物医保目录 复合药范围,1,0,0.00%
15329,钠钾葡萄糖-大容量注射液-500ml,大容量注射液,500ml,江苏恒瑞医药股份有限公司,23.66,非基本药物医保目录 复合药范围,1,Y,23.66,非基本药物医保目录 复合药范围,1,Y,23.66,非基本药物医保目录 复合药范围,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15330,钠钾葡萄糖-大容量注射液-250ml 软袋,大容量注射液,250ml,江苏恒瑞医药股份有限公司,15.2412,非基本药物医保目录 复合药范围,1,Y,15.2412,非基本药物医保目录 复合药范围,1,Y,15.2412,非基本药物医保目录 复合药范围,1,Y,15.2412,非基本药物医保目录 复合药范围,1,0,0.00%
15331,拉坦噻吗-滴眼剂-每1ml溶液含50μg拉坦前列素和6.8mg马来酸噻吗洛尔,滴眼剂,每1ml溶液含50μg拉坦前列素和6.8mg马来酸噻吗洛尔,珠海亿胜医药有限公司,201.5933,非基本药物医保目录 复合药范围,1,Y,201.5933,非基本药物医保目录 复合药范围,1,Y,201.5933,非基本药物医保目录 复合药范围,1,Y,201.5933,非基本药物医保目录 复合药范围,1,0,0.00%
15336,"曲克芦丁脑蛋白水解物-小容量注射液-0.2g曲克芦丁,2.5mg总氮(N)",小容量注射液,"0.2g曲克芦丁,2.5mg总氮(N)",吉林四环制药有限公司,94.3201,非基本药物医保目录 复合药范围,1,Y,94.3201,非基本药物医保目录 复合药范围,1,Y,94.3201,非基本药物医保目录 复合药范围,1,Y,94.3201,非基本药物医保目录 复合药范围,1,0,0.00%
15337,"曲克芦丁脑蛋白水解物-小容量注射液-0.4g曲克芦丁,5mg总氮(N)",小容量注射液,"0.4g曲克芦丁,5mg总氮(N)",吉林四环制药有限公司,160.3442,非基本药物医保目录 复合药范围,1,Y,160.3442,非基本药物医保目录 复合药范围,1,Y,160.3442,非基本药物医保目录 复合药范围,1,Y,160.3442,非基本药物医保目录 复合药范围,1,0,0.00%
15366,重组赖脯胰岛素-小容量注射液-300IU 笔芯,小容量注射液,300IU,甘李药业股份有限公司,67.66,第二层次,1,Y,67.66,第二层次,1,Y,67.66,第二层次,1,Y,67.66,第二层次,1,0,0.00%
15429,亚胺培南西司他丁-注射用无菌粉末-0.5g(亚胺培南250mg与西司他丁钠250mg(以西司他丁计)),注射用无菌粉末,0.5g(亚胺培南250mg与西司他丁钠250mg(以西司他丁计)),海正辉瑞制药有限公司,62.8944,第二层次,1,Y,62.8944,第二层次,1,Y,62.8944,第二层次,1,Y,62.8944,第二层次,1,0,0.00%
15430,重组人白介素-11-注射用无菌粉末-1200万IU(1.5mg),注射用无菌粉末,1200万IU(1.5mg),齐鲁制药有限公司,132.35,第二层次,1,Y,132.35,第二层次,1,Y,132.35,第二层次,1,Y,132.35,第二层次,1,0,0.00%
15434,重组人Ⅱ型肿瘤坏死因子受体-抗体融合蛋白-注射用无菌粉末-12.5mg,注射用无菌粉末,12.5mg,三生国健药业（上海）股份有限公司,363.8,第一层次,1,Y,363.8,第一层次,1,Y,363.8,第一层次,1,Y,363.8,第一层次,1,0,0.00%
15439,尤瑞克林-注射用无菌粉末-0.15PNA单位,注射用无菌粉末,0.15PNA单位,广东天普生化医药股份有限公司,373.1433,第二层次,1,Y,373.1433,第二层次,1,Y,373.1433,第二层次,1,Y,373.1433,第二层次,1,0,0.00%
15444,艾普拉唑-肠溶片-5mg,肠溶片,5mg,丽珠集团丽珠制药厂,13.8417,第二层次,1,Y,13.8417,第二层次,1,Y,13.8417,第二层次,1,Y,13.8417,第二层次,1,0,0.00%
15457,益母草-分散片-0.4g,分散片,0.4g,浙江维康药业股份有限公司,1.6267,非基本药物医保目录 乙类,1,Y,1.6267,非基本药物医保目录 乙类,1,Y,1.6267,非基本药物医保目录 乙类,1,Y,1.6267,非基本药物医保目录 乙类,1,0,0.00%
15486,益心巴迪然吉布亚-颗粒剂-6g 无糖型,颗粒剂,6g,陕西东泰制药有限公司,4.3989,非基本药物医保目录 民族药,1,Y,4.3989,非基本药物医保目录 民族药,1,Y,4.3989,非基本药物医保目录 民族药,1,Y,4.3989,非基本药物医保目录 民族药,1,0,0.00%
15516,脂溶性维生素(Ⅱ)-脂微球乳剂-10ml,脂微球乳剂,10ml,西安安健药业有限公司,23.1044,非基本药物医保目录 乙类,1,Y,23.1044,非基本药物医保目录 乙类,1,Y,23.1044,非基本药物医保目录 乙类,1,Y,23.903,非基本药物医保目录 乙类,1,-0.7986,-3.34%
15546,多种微量元素(Ⅰ)-小容量注射液-10ml,小容量注射液,10ml,百正药业股份有限公司,83.48,非基本药物医保目录 乙类,1,Y,83.48,非基本药物医保目录 乙类,1,Y,83.48,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15552,复方氨基酸(18AA-Ⅱ)-大容量注射液-12.5g,大容量注射液,12.5g,广东利泰制药股份有限公司,13.4046,非基本药物医保目录 甲类,4,Y,12.5,非基本药物医保目录 甲类,4,Y,13.7468,非基本药物医保目录 甲类,4,Y,13.2494,非基本药物医保目录 甲类,4,0.1552,1.17%
15560,复方活脑舒-胶囊剂-0.25g,胶囊剂,0.25g,吉林省辉南长龙生化药业股份有限公司,1.2971,非基本药物医保目录 门诊统筹,1,Y,1.2971,非基本药物医保目录 门诊统筹,1,Y,1.2971,非基本药物医保目录 门诊统筹,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15561,复方三七-口服普通片剂-0.52g,口服普通片剂,0.52g,成都森科制药有限公司,0.8999,非基本药物医保目录 门诊统筹,1,Y,0.8999,非基本药物医保目录 门诊统筹,1,Y,0.8999,非基本药物医保目录 门诊统筹,1,Y,0.8999,非基本药物医保目录 门诊统筹,1,0,0.00%
15563,还原型谷胱甘肽-注射用无菌粉末-1.2g,注射用无菌粉末,1.2g,山东绿叶制药有限公司,21,非基本药物医保目录 乙类,3,Y,21.43,非基本药物医保目录 乙类,3,Y,21.4,非基本药物医保目录 乙类,3,Y,21.43,非基本药物医保目录 乙类,3,-0.43,-2.01%
15567,"还少-胶囊剂-大于等于0.38g,小于0.76g",胶囊剂,"大于等于0.38g,小于0.76g",四川鑫达康药业有限公司,0.7734,非基本药物医保目录 乙类,3,Y,0.7733,非基本药物医保目录 乙类,3,Y,0.7734,非基本药物医保目录 乙类,3,Y,0.7734,非基本药物医保目录 乙类,3,0,0.00%
15606,愈美-颗粒剂-愈创木酚甘油醚0.1g氢溴酸右美沙芬15mg,颗粒剂,愈创木酚甘油醚0.1g氢溴酸右美沙芬15mg,南京臣功制药股份有限公司,0.82,非基本药物医保目录 乙类,1,Y,0.82,非基本药物医保目录 乙类,1,Y,0.82,非基本药物医保目录 乙类,1,Y,0.82,非基本药物医保目录 乙类,1,0,0.00%
15636,阿莫罗芬-乳膏剂-20g:50mg,乳膏剂,20g:50mg,北京科园信海医药经营有限公司,32.82,非基本药物医保目录 乙类,2,Y,33.7,非基本药物医保目录 乙类,2,Y,33.7391,非基本药物医保目录 乙类,2,Y,33.7391,非基本药物医保目录 乙类,1,-0.9191,-2.72%
15667,华蟾素-肠溶片-0.3g,肠溶片,0.3g,安徽华润金蟾药业股份有限公司,8.3548,非基本药物医保目录 乙类,2,Y,8.3548,非基本药物医保目录 乙类,2,Y,8.3548,非基本药物医保目录 乙类,2,Y,8.3548,非基本药物医保目录 乙类,2,0,0.00%
15668,华蟾素-肠溶胶囊-每粒含干蟾皮以华蟾酥毒基和脂蟾毒配基的总量计，40.0-80.0ug,肠溶胶囊,每粒含干蟾皮以华蟾酥毒基和脂蟾毒配基的总量计，40.0-80.0ug,山东鑫齐药业有限公司,15.15,非基本药物医保目录 乙类,5,Y,15.15,非基本药物医保目录 乙类,5,Y,13.9,非基本药物医保目录 乙类,5,Y,14.9,非基本药物医保目录 乙类,4,0.25,1.68%
15669,华蟾素-小容量注射液-5ml,小容量注射液,5ml,安徽华润金蟾药业股份有限公司,19.6133,非基本药物医保目录 甲类,1,Y,19.6133,非基本药物医保目录 甲类,1,Y,19.6133,非基本药物医保目录 甲类,1,Y,19.6133,非基本药物医保目录 甲类,1,0,0.00%
15670,重组人红细胞生成素(重组人促红素)-小容量注射液-10000IU 预充式(预灌封),小容量注射液,10000IU,深圳赛保尔生物药业有限公司,58.8,非基本药物医保目录 乙类,2,Y,58.8,非基本药物医保目录 乙类,2,Y,58.8,非基本药物医保目录 乙类,2,Y,58.8,非基本药物医保目录 乙类,2,0,0.00%
15672,重组人红细胞生成素(重组人促红素)-小容量注射液-2500IU 预充式(预灌封),小容量注射液,2500IU,深圳赛保尔生物药业有限公司,22.308,非基本药物医保目录 乙类,1,Y,22.308,非基本药物医保目录 乙类,1,Y,22.308,非基本药物医保目录 乙类,1,Y,22.308,非基本药物医保目录 乙类,1,0,0.00%
15673,重组人红细胞生成素(重组人促红素)-小容量注射液-3000IU 预充式(预灌封),小容量注射液,3000IU,哈药集团生物工程有限公司,21,非基本药物医保目录 乙类,5,Y,21,非基本药物医保目录 乙类,5,Y,21,非基本药物医保目录 乙类,5,Y,21,非基本药物医保目录 乙类,5,0,0.00%
15674,重组人红细胞生成素(重组人促红素)-小容量注射液-4000IU 预充式(预灌封),小容量注射液,4000IU,深圳赛保尔生物药业有限公司,30.6693,非基本药物医保目录 乙类,4,Y,30.6693,非基本药物医保目录 乙类,4,Y,30.6693,非基本药物医保目录 乙类,4,N,#N/A,#N/A,#N/A,#N/A,#N/A
15675,重组人红细胞生成素(重组人促红素)-小容量注射液-5000IU 预充式(预灌封),小容量注射液,5000IU,深圳赛保尔生物药业有限公司,33.3,非基本药物医保目录 乙类,4,Y,33.5,非基本药物医保目录 乙类,4,Y,31.97,非基本药物医保目录 乙类,4,Y,33.6,非基本药物医保目录 乙类,4,-0.3,-0.89%
15676,重组人红细胞生成素(重组人促红素)-小容量注射液-6000IU 预充式(预灌封),小容量注射液,6000IU,华北制药金坦生物技术股份有限公司,42.018,非基本药物医保目录 乙类,3,Y,42.018,非基本药物医保目录 乙类,3,Y,42.018,非基本药物医保目录 乙类,3,Y,42.0183,非基本药物医保目录 乙类,3,-0.0003,0.00%
15727,重组人红细胞生成素(重组人促红素)-小容量注射液-4000IU 预充式(预灌封) 皮下注射,小容量注射液,4000IU,山东科兴生物制品有限公司,38.7,第二层次,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15758,厚朴排气-口服溶液剂-50ml,口服溶液剂,50ml,瑞阳制药有限公司,67.7067,非基本药物医保目录 乙类,1,Y,67.7067,非基本药物医保目录 乙类,1,Y,67.7067,非基本药物医保目录 乙类,1,Y,67.7067,非基本药物医保目录 乙类,1,0,0.00%
15759,"虎力散-口服普通片剂-大于等于0.36g,小于0.72g",口服普通片剂,"大于等于0.36g,小于0.72g",江苏黄河药业股份有限公司,2.5,非基本药物医保目录 乙类,10,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15760,虎力散-胶囊剂-0.3g,胶囊剂,0.3g,云南云河药业股份有限公司,2.7094,非基本药物医保目录 乙类,3,Y,2.7094,非基本药物医保目录 乙类,3,Y,2.7094,非基本药物医保目录 乙类,3,Y,2.7094,非基本药物医保目录 乙类,3,0,0.00%
15761,琥珀酰明胶-大容量注射液-20g 玻璃瓶,大容量注射液,20g,吉林省长源药业有限公司,72.0332,非基本药物医保目录 乙类,1,Y,72.0332,非基本药物医保目录 乙类,1,Y,72.0332,非基本药物医保目录 乙类,1,Y,72.0332,非基本药物医保目录 乙类,1,0,0.00%
15762,琥珀酰明胶-大容量注射液-20g 软袋,大容量注射液,20g,贝朗医疗(苏州)有限公司,75.2403,非基本药物医保目录 乙类,1,Y,75.2403,非基本药物医保目录 乙类,1,Y,75.2403,非基本药物医保目录 乙类,1,Y,75.2403,非基本药物医保目录 乙类,1,0,0.00%
15764,琥珀消石-颗粒剂-15g 无糖型,颗粒剂,15g,山东沃华医药科技股份有限公司,5.363,非基本药物医保目录 乙类,1,Y,5.363,非基本药物医保目录 乙类,1,Y,5.363,非基本药物医保目录 乙类,1,Y,5.363,非基本药物医保目录 乙类,1,0,0.00%
15765,琥乙红霉素-分散片-0.125g(12.5万单位),分散片,0.125g(12.5万单位),四川科伦药业股份有限公司,0.1785,非基本药物医保目录 乙类,1,Y,0.1785,非基本药物医保目录 乙类,1,Y,0.1785,非基本药物医保目录 乙类,1,Y,0.1785,非基本药物医保目录 乙类,1,0,0.00%
15768,"护肝宁-胶囊剂-大于等于0.3g,小于0.6g",胶囊剂,"大于等于0.3g,小于0.6g",江苏晨牌药业集团股份有限公司,0.538,非基本药物医保目录 乙类,4,Y,0.5794,非基本药物医保目录 乙类,3,Y,0.5381,非基本药物医保目录 乙类,3,Y,0.5794,非基本药物医保目录 乙类,3,-0.0414,-7.15%
15769,"护肝宁-口服普通片剂-大于等于0.27g,小于0.54g",口服普通片剂,"大于等于0.27g,小于0.54g",广东宝丹制药有限公司,0.2378,非基本药物医保目录 乙类,12,Y,0.2378,非基本药物医保目录 乙类,12,Y,0.2378,非基本药物医保目录 乙类,12,Y,0.2378,非基本药物医保目录 乙类,11,0,0.00%
15771,化风丹-水丸-0.12g,水丸,0.12g,遵义廖元和堂药业有限公司,0.9857,非基本药物医保目录 乙类,4,Y,1.0127,非基本药物医保目录 乙类,4,Y,0.9857,非基本药物医保目录 乙类,4,Y,1.0127,非基本药物医保目录 乙类,4,-0.027,-2.67%
15773,化癥回生-口服溶液剂-10ml,口服溶液剂,10ml,哈药慈航制药股份有限公司,23.9167,非基本药物医保目录 乙类,1,Y,23.9167,非基本药物医保目录 乙类,1,Y,23.9167,非基本药物医保目录 乙类,1,Y,23.9167,非基本药物医保目录 乙类,1,0,0.00%
